"country","year","infant_mortality"
"Eritrea",2003,51.2
"Estonia",2003,6.9
"Ethiopia",2003,78.4
"Fiji",2003,20.1
"Finland",2003,3.3
"France",2003,4
"French Polynesia",2003,NA
"Gabon",2003,52.6
"Gambia",2003,59.3
"Georgia",2003,25.5
"Germany",2003,4.1
"Ghana",2003,59.6
"Greece",2003,5.5
"Greenland",2003,NA
"Grenada",2003,12.9
"Guatemala",2003,35.9
"Guinea",2003,91.7
"Guinea-Bissau",2003,97.1
"Guyana",2003,35.3
"Haiti",2003,68.9
"Honduras",2003,27.1
"Hong Kong, China",2003,NA
"Hungary",2003,8
"Iceland",2003,2.7
"India",2003,59.9
"Indonesia",2003,36.3
"Iran",2003,24.3
"Iraq",2003,34.1
"Ireland",2003,5.1
"Israel",2003,4.9
"Italy",2003,4
"Jamaica",2003,17.4
"Japan",2003,2.9
"Jordan",2003,21.5
"Kazakhstan",2003,32.1
"Kenya",2003,59.7
"Kiribati",2003,50.1
"South Korea",2003,5.4
"Kuwait",2003,10.4
"Kyrgyz Republic",2003,36.7
"Lao",2003,75.2
"Latvia",2003,12.2
"Lebanon",2003,14.1
"Lesotho",2003,87.3
"Liberia",2003,101
"Libya",2003,21.9
"Lithuania",2003,8.7
"Luxembourg",2003,3.3
"Macao, China",2003,NA
"Macedonia, FYR",2003,12.6
"Madagascar",2003,59.7
"Malawi",2003,81.6
"Malaysia",2003,7.3
"Maldives",2003,24.9
"Mali",2003,104.7
"Malta",2003,6.2
"Mauritania",2003,75.7
"Mauritius",2003,13.8
"Mexico",2003,18.2
"Micronesia, Fed. Sts.",2003,39.6
"Moldova",2003,19.5
"Mongolia",2003,39.8
"Montenegro",2003,10.9
"Morocco",2003,37.4
"Mozambique",2003,99.1
"Namibia",2003,48.1
"Nepal",2003,51.2
"Netherlands",2003,4.7
"New Caledonia",2003,NA
"New Zealand",2003,5.7
"Nicaragua",2003,28.6
"Niger",2003,90.2
"Nigeria",2003,102.9
"Norway",2003,3.5
"Oman",2003,11.9
"Pakistan",2003,82.9
"Panama",2003,20.4
"Papua New Guinea",2003,56.7
"Paraguay",2003,25.3
"Peru",2003,24.1
"Philippines",2003,28.4
"Poland",2003,7
"Portugal",2003,4.3
"Puerto Rico",2003,NA
"Qatar",2003,9.5
"Romania",2003,20.6
"Russia",2003,16.6
"Rwanda",2003,86
"St. Lucia",2003,14.9
"St. Vincent and the Grenadines",2003,19.2
"Samoa",2003,17.1
"Saudi Arabia",2003,17.6
"Senegal",2003,61.3
"Serbia",2003,9.2
"Seychelles",2003,12.3
"Sierra Leone",2003,134.6
"Singapore",2003,2.5
"Slovak Republic",2003,9.1
"Slovenia",2003,3.9
"Solomon Islands",2003,27.2
"South Africa",2003,54.1
"Spain",2003,5.1
"Sri Lanka",2003,13
"Sudan",2003,63
"Suriname",2003,27.4
"Swaziland",2003,85.9
"Sweden",2003,3.2
"Switzerland",2003,4.4
"Syria",2003,17.5
"Tajikistan",2003,61
"Tanzania",2003,67
"Thailand",2003,16.7
"Timor-Leste",2003,74.8
"Togo",2003,70.8
"Tonga",2003,14.4
"Trinidad and Tobago",2003,24.7
"Tunisia",2003,22
"Turkey",2003,26.5
"Turkmenistan",2003,61.1
"Uganda",2003,76.9
"Ukraine",2003,13.6
"United Arab Emirates",2003,8.9
"United Kingdom",2003,5.3
"United States",2003,6.8
"Uruguay",2003,13.3
"Uzbekistan",2003,48.6
"Vanuatu",2003,23.4
"Venezuela",2003,16.9
"West Bank and Gaza",2003,23.1
"Vietnam",2003,23.9
"Yemen",2003,60.1
"Zambia",2003,80
"Zimbabwe",2003,61.9
"Albania",2004,19.1
"Algeria",2004,30.1
"Angola",2004,122.8
"Antigua and Barbuda",2004,11
"Argentina",2004,16
"Armenia",2004,21.9
"Aruba",2004,NA
"Australia",2004,4.9
"Austria",2004,4.1
"Azerbaijan",2004,46.7
"Bahamas",2004,12.7
"Bahrain",2004,9.6
"Bangladesh",2004,53.4
"Barbados",2004,15.3
"Belarus",2004,7.9
"Belgium",2004,4.2
"Belize",2004,18.9
"Benin",2004,80.8
"Bhutan",2004,47.9
"Bolivia",2004,48.8
"Bosnia and Herzegovina",2004,7
"Botswana",2004,49.1
"Brazil",2004,21
"Brunei",2004,7.4
"Bulgaria",2004,14.6
"Burkina Faso",2004,88.9
"Burundi",2004,82.9
"Cambodia",2004,57.4
"Cameroon",2004,80.3
"Canada",2004,5.2
"Cape Verde",2004,23.3
"Central African Republic",2004,110.4
"Chad",2004,101.3
"Chile",2004,7.9
"China",2004,22.2
"Colombia",2004,18.9
"Comoros",2004,71.6
"Congo, Dem. Rep.",2004,98.7
"Congo, Rep.",2004,66.1
"Costa Rica",2004,9.2
"Cote d'Ivoire",2004,91.4
"Croatia",2004,6.1
"Cuba",2004,5.4
"Cyprus",2004,4.2
"Czech Republic",2004,4.6
"Denmark",2004,4.2
"Djibouti",2004,72.9
"Dominican Republic",2004,30.6
"Ecuador",2004,25
"Egypt",2004,30.5
"El Salvador",2004,22
"Equatorial Guinea",2004,94.4
"Eritrea",2004,49.2
"Estonia",2004,6.3
"Ethiopia",2004,74.1
"Fiji",2004,20.1
"Finland",2004,3.2
"France",2004,3.9
"French Polynesia",2004,NA
"Gabon",2004,51.4
"Gambia",2004,58
"Georgia",2004,23.6
"Germany",2004,4
"Ghana",2004,58.1
"Greece",2004,5.2
"Greenland",2004,NA
"Grenada",2004,12.6
"Guatemala",2004,34.6
"Guinea",2004,88.2
"Guinea-Bissau",2004,93.7
"Guyana",2004,34.8
"Haiti",2004,67.2
"Honduras",2004,26
"Hong Kong, China",2004,NA
"Hungary",2004,7.5
"Iceland",2004,2.6
"India",2004,57.8
"Indonesia",2004,36
"Iran",2004,23
"Iraq",2004,33.5
"Ireland",2004,4.7
"Israel",2004,4.7
"Italy",2004,3.8
"Jamaica",2004,17.1
"Japan",2004,2.9
"Jordan",2004,20.9
"Kazakhstan",2004,30.3
"Kenya",2004,57.2
"Kiribati",2004,49.7
"South Korea",2004,5.2
"Kuwait",2004,10.3
"Kyrgyz Republic",2004,35.3
"Lao",2004,72.7
"Latvia",2004,11.4
"Lebanon",2004,13.1
"Lesotho",2004,87.9
"Liberia",2004,94
"Libya",2004,20.9
"Lithuania",2004,8.4
"Luxembourg",2004,3
"Macao, China",2004,NA
"Macedonia, FYR",2004,12.4
"Madagascar",2004,56.5
"Malawi",2004,75.5
"Malaysia",2004,7.1
"Maldives",2004,22.6
"Mali",2004,100.6
"Malta",2004,6.1
"Mauritania",2004,75.3
"Mauritius",2004,13.7
"Mexico",2004,17.4
"Micronesia, Fed. Sts.",2004,38.6
"Moldova",2004,18
"Mongolia",2004,37.3
"Montenegro",2004,10.1
"Morocco",2004,35.9
"Mozambique",2004,94.6
"Namibia",2004,47.1
"Nepal",2004,48.7
"Netherlands",2004,4.6
"New Caledonia",2004,NA
"New Zealand",2004,5.5
"Nicaragua",2004,27.4
"Niger",2004,86.2
"Nigeria",2004,99.8
"Norway",2004,3.4
"Oman",2004,11.4
"Pakistan",2004,81.4
"Panama",2004,19.9
"Papua New Guinea",2004,56.2
"Paraguay",2004,24.6
"Peru",2004,22.6
"Philippines",2004,27.9
"Poland",2004,6.7
"Portugal",2004,4
"Puerto Rico",2004,NA
"Qatar",2004,9.2
"Romania",2004,19.5
"Russia",2004,15.4
"Rwanda",2004,77.7
"St. Lucia",2004,14.9
"St. Vincent and the Grenadines",2004,19.1
"Samoa",2004,16.8
"Saudi Arabia",2004,17.2
"Senegal",2004,58.8
"Serbia",2004,8.3
"Seychelles",2004,12.3
"Sierra Leone",2004,131.4
"Singapore",2004,2.3
"Slovak Republic",2004,8.8
"Slovenia",2004,3.7
"Solomon Islands",2004,27.3
"South Africa",2004,52.8
"Spain",2004,5
"Sri Lanka",2004,15.3
"Sudan",2004,61.4
"Suriname",2004,26.6
"Swaziland",2004,84.8
"Sweden",2004,3.1
"Switzerland",2004,4.4
"Syria",2004,16.8
"Tajikistan",2004,57.3
"Tanzania",2004,62.7
"Thailand",2004,16
"Timor-Leste",2004,71
"Togo",2004,69.1
"Tonga",2004,14.3
"Trinidad and Tobago",2004,24.3
"Tunisia",2004,20.7
"Turkey",2004,24.8
"Turkmenistan",2004,59.4
"Uganda",2004,72.2
"Ukraine",2004,13
"United Arab Emirates",2004,8.7
"United Kingdom",2004,5.2
"United States",2004,6.9
"Uruguay",2004,12.8
"Uzbekistan",2004,47.3
"Vanuatu",2004,23.4
"Venezuela",2004,16.4
"West Bank and Gaza",2004,22.6
"Vietnam",2004,23.2
"Yemen",2004,57.2
"Zambia",2004,73.9
"Zimbabwe",2004,61.5
"Albania",2005,18.3
"Algeria",2005,28.8
"Angola",2005,121.2
"Antigua and Barbuda",2005,10.4
"Argentina",2005,15.3
"Armenia",2005,20.8
"Aruba",2005,NA
"Australia",2005,4.8
"Austria",2005,4
"Azerbaijan",2005,44
"Bahamas",2005,12.6
"Bahrain",2005,9.3
"Bangladesh",2005,50.8
"Barbados",2005,15.1
"Belarus",2005,7.4
"Belgium",2005,4.1
"Belize",2005,18.5
"Benin",2005,78.8
"Bhutan",2005,45.3
"Bolivia",2005,46.6
"Bosnia and Herzegovina",2005,7.1
"Botswana",2005,44.8
"Brazil",2005,19.5
"Brunei",2005,7.3
"Bulgaria",2005,13.6
"Burkina Faso",2005,86
"Burundi",2005,79.7
"Cambodia",2005,53.3
"Cameroon",2005,77.8
"Canada",2005,5.3
"Cape Verde",2005,23.2
"Central African Republic",2005,109.3
"Chad",2005,100.4
"Chile",2005,7.7
"China",2005,20.3
"Colombia",2005,18.4
"Comoros",2005,70.5
"Congo, Dem. Rep.",2005,96.3
"Congo, Rep.",2005,61.8
"Costa Rica",2005,9
"Cote d'Ivoire",2005,88.9
"Croatia",2005,5.8
"Cuba",2005,5.1
"Cyprus",2005,3.9
"Czech Republic",2005,4.4
"Denmark",2005,4.1
"Djibouti",2005,71.1
"Dominican Republic",2005,30.1
"Ecuador",2005,24.3
"Egypt",2005,29.2
"El Salvador",2005,20.9
"Equatorial Guinea",2005,91.7
"Eritrea",2005,47.2
"Estonia",2005,5.8
"Ethiopia",2005,69.6
"Fiji",2005,20.1
"Finland",2005,3.1
"France",2005,3.8
"French Polynesia",2005,NA
"Gabon",2005,50.2
"Gambia",2005,56.8
"Georgia",2005,21.9
"Germany",2005,3.9
"Ghana",2005,56.8
"Greece",2005,4.8
"Greenland",2005,NA
"Grenada",2005,12.4
"Guatemala",2005,33.5
"Guinea",2005,84.9
"Guinea-Bissau",2005,90.1
"Guyana",2005,34.4
"Haiti",2005,65.6
"Honduras",2005,25
"Hong Kong, China",2005,NA
"Hungary",2005,7.2
"Iceland",2005,2.4
"India",2005,55.8
"Indonesia",2005,33.4
"Iran",2005,21.7
"Iraq",2005,33
"Ireland",2005,4.4
"Israel",2005,4.5
"Italy",2005,3.7
"Jamaica",2005,16.9
"Japan",2005,2.7
"Jordan",2005,20.4
"Kazakhstan",2005,28.6
"Kenya",2005,54.3
"Kiribati",2005,49.5
"South Korea",2005,4.8
"Kuwait",2005,10.1
"Kyrgyz Republic",2005,34.2
"Lao",2005,70.2
"Latvia",2005,10.7
"Lebanon",2005,12.1
"Lesotho",2005,88.1
"Liberia",2005,87.6
"Libya",2005,19.8
"Lithuania",2005,8.1
"Luxembourg",2005,2.8
"Macao, China",2005,NA
"Macedonia, FYR",2005,12.1
"Madagascar",2005,53.5
"Malawi",2005,70.7
"Malaysia",2005,7
"Maldives",2005,19.4
"Mali",2005,96.7
"Malta",2005,6
"Mauritania",2005,74.7
"Mauritius",2005,13.8
"Mexico",2005,16.7
"Micronesia, Fed. Sts.",2005,37.7
"Moldova",2005,16.9
"Mongolia",2005,34.9
"Montenegro",2005,9.5
"Morocco",2005,34.5
"Mozambique",2005,90.4
"Namibia",2005,45.3
"Nepal",2005,46.3
"Netherlands",2005,4.5
"New Caledonia",2005,NA
"New Zealand",2005,5.4
"Nicaragua",2005,26.3
"Niger",2005,82.3
"Nigeria",2005,96.6
"Norway",2005,3.2
"Oman",2005,10.9
"Pakistan",2005,80
"Panama",2005,19.4
"Papua New Guinea",2005,55.6
"Paraguay",2005,23.8
"Peru",2005,21.3
"Philippines",2005,27.4
"Poland",2005,6.6
"Portugal",2005,3.7
"Puerto Rico",2005,NA
"Qatar",2005,8.9
"Romania",2005,18.2
"Russia",2005,14.4
"Rwanda",2005,70.2
"St. Lucia",2005,14.8
"St. Vincent and the Grenadines",2005,19.2
"Samoa",2005,16.5
"Saudi Arabia",2005,16.8
"Senegal",2005,56.3
"Serbia",2005,7.7
"Seychelles",2005,12.3
"Sierra Leone",2005,128.1
"Singapore",2005,2.3
"Slovak Republic",2005,8.4
"Slovenia",2005,3.5
"Solomon Islands",2005,27.5
"South Africa",2005,51.5
"Spain",2005,4.8
"Sri Lanka",2005,12.1
"Sudan",2005,59.9
"Suriname",2005,25.8
"Swaziland",2005,83
"Sweden",2005,3
"Switzerland",2005,4.3
"Syria",2005,16.1
"Tajikistan",2005,54.1
"Tanzania",2005,58.7
"Thailand",2005,15.3
"Timor-Leste",2005,67.4
"Togo",2005,67.4
"Tonga",2005,14.3
"Trinidad and Tobago",2005,23.8
"Tunisia",2005,19.6
"Turkey",2005,23.2
"Turkmenistan",2005,57.8
"Uganda",2005,67.6
"Ukraine",2005,12.5
"United Arab Emirates",2005,8.4
"United Kingdom",2005,5.1
"United States",2005,6.8
"Uruguay",2005,12.4
"Uzbekistan",2005,45.9
"Vanuatu",2005,23.4
"Venezuela",2005,15.9
"West Bank and Gaza",2005,22.1
"Vietnam",2005,22.6
"Yemen",2005,54.5
"Zambia",2005,68.7
"Zimbabwe",2005,61
"Albania",2006,17.4
"Algeria",2006,27.6
"Angola",2006,119.4
"Antigua and Barbuda",2006,9.8
"Argentina",2006,14.6
"Armenia",2006,19.8
"Aruba",2006,NA
"Australia",2006,4.7
"Austria",2006,4
"Azerbaijan",2006,41.5
"Bahamas",2006,12.5
"Bahrain",2006,9
"Bangladesh",2006,48.4
"Barbados",2006,14.9
"Belarus",2006,6.8
"Belgium",2006,4
"Belize",2006,18
"Benin",2006,76.9
"Bhutan",2006,42.8
"Bolivia",2006,44.4
"Bosnia and Herzegovina",2006,7.2
"Botswana",2006,43.8
"Brazil",2006,18.2
"Brunei",2006,7.3
"Bulgaria",2006,12.9
"Burkina Faso",2006,82.7
"Burundi",2006,76.2
"Cambodia",2006,49.8
"Cameroon",2006,75.3
"Canada",2006,5.2
"Cape Verde",2006,23.4
"Central African Republic",2006,108.1
"Chad",2006,99.4
"Chile",2006,7.6
"China",2006,18.7
"Colombia",2006,17.8
"Comoros",2006,69.2
"Congo, Dem. Rep.",2006,93.9
"Congo, Rep.",2006,57.4
"Costa Rica",2006,8.9
"Cote d'Ivoire",2006,86.7
"Croatia",2006,5.6
"Cuba",2006,4.9
"Cyprus",2006,3.7
"Czech Republic",2006,4.2
"Denmark",2006,3.9
"Djibouti",2006,69.4
"Dominican Republic",2006,29.6
"Ecuador",2006,23.7
"Egypt",2006,28.1
"El Salvador",2006,20
"Equatorial Guinea",2006,89
"Eritrea",2006,45.4
"Estonia",2006,5.3
"Ethiopia",2006,65.3
"Fiji",2006,20.2
"Finland",2006,2.9
"France",2006,3.7
"French Polynesia",2006,NA
"Gabon",2006,49
"Gambia",2006,55.6
"Georgia",2006,20.2
"Germany",2006,3.8
"Ghana",2006,55.6
"Greece",2006,4.6
"Greenland",2006,NA
"Grenada",2006,12.3
"Guatemala",2006,32.3
"Guinea",2006,81.9
"Guinea-Bissau",2006,86.7
"Guyana",2006,34.1
"Haiti",2006,64.1
"Honduras",2006,24.1
"Hong Kong, China",2006,NA
"Hungary",2006,6.8
"Iceland",2006,2.3
"India",2006,53.9
"Indonesia",2006,32.1
"Iran",2006,20.5
"Iraq",2006,32.4
"Ireland",2006,4.1
"Israel",2006,4.3
"Italy",2006,3.7
"Jamaica",2006,16.7
"Japan",2006,2.7
"Jordan",2006,19.9
"Kazakhstan",2006,26.8
"Kenya",2006,51.8
"Kiribati",2006,49.5
"South Korea",2006,4.5
"Kuwait",2006,10
"Kyrgyz Republic",2006,33
"Lao",2006,67.8
"Latvia",2006,10.1
"Lebanon",2006,11.2
"Lesotho",2006,87.5
"Liberia",2006,81.9
"Libya",2006,18.6
"Lithuania",2006,7.7
"Luxembourg",2006,2.6
"Macao, China",2006,NA
"Macedonia, FYR",2006,11.6
"Madagascar",2006,50.6
"Malawi",2006,67.1
"Malaysia",2006,6.9
"Maldives",2006,17.2
"Mali",2006,93.2
"Malta",2006,5.9
"Mauritania",2006,74
"Mauritius",2006,14
"Mexico",2006,16.2
"Micronesia, Fed. Sts.",2006,36.6
"Moldova",2006,16
"Mongolia",2006,32.7
"Montenegro",2006,8.8
"Morocco",2006,33.2
"Mozambique",2006,86.6
"Namibia",2006,44.1
"Nepal",2006,44.1
"Netherlands",2006,4.3
"New Caledonia",2006,NA
"New Zealand",2006,5.3
"Nicaragua",2006,25.3
"Niger",2006,78.7
"Nigeria",2006,93.4
"Norway",2006,3.1
"Oman",2006,10.6
"Pakistan",2006,78.7
"Panama",2006,19
"Papua New Guinea",2006,54.7
"Paraguay",2006,23.1
"Peru",2006,20.1
"Philippines",2006,26.9
"Poland",2006,6.3
"Portugal",2006,3.5
"Puerto Rico",2006,NA
"Qatar",2006,8.6
"Romania",2006,16.7
"Russia",2006,13.3
"Rwanda",2006,63.1
"St. Lucia",2006,14.8
"St. Vincent and the Grenadines",2006,19.2
"Samoa",2006,16.4
"Saudi Arabia",2006,16.4
"Senegal",2006,54
"Serbia",2006,7.3
"Seychelles",2006,12.2
"Sierra Leone",2006,124.5
"Singapore",2006,2.3
"Slovak Republic",2006,8.2
"Slovenia",2006,3.3
"Solomon Islands",2006,27.6
"South Africa",2006,50
"Spain",2006,4.6
"Sri Lanka",2006,11.4
"Sudan",2006,58.5
"Suriname",2006,25
"Swaziland",2006,76.8
"Sweden",2006,2.8
"Switzerland",2006,4.2
"Syria",2006,15.4
"Tajikistan",2006,51.4
"Tanzania",2006,55.2
"Thailand",2006,14.6
"Timor-Leste",2006,63.9
"Togo",2006,65.7
"Tonga",2006,14.4
"Trinidad and Tobago",2006,23.3
"Tunisia",2006,18.5
"Turkey",2006,21.7
"Turkmenistan",2006,56.2
"Uganda",2006,63.4
"Ukraine",2006,12
"United Arab Emirates",2006,8.2
"United Kingdom",2006,5
"United States",2006,6.7
"Uruguay",2006,12
"Uzbekistan",2006,44.6
"Vanuatu",2006,23.5
"Venezuela",2006,15.4
"West Bank and Gaza",2006,21.7
"Vietnam",2006,22
"Yemen",2006,51.9
"Zambia",2006,64.9
"Zimbabwe",2006,60.3
"Albania",2007,16.7
"Algeria",2007,26.4
"Angola",2007,117.1
"Antigua and Barbuda",2007,9.2
"Argentina",2007,14.1
"Armenia",2007,18.8
"Aruba",2007,NA
"Australia",2007,4.5
"Austria",2007,3.8
"Azerbaijan",2007,39.3
"Bahamas",2007,12.2
"Bahrain",2007,8.5
"Bangladesh",2007,45.9
"Barbados",2007,14.5
"Belarus",2007,6.2
"Belgium",2007,3.9
"Belize",2007,17.6
"Benin",2007,75.2
"Bhutan",2007,40.4
"Bolivia",2007,42.2
"Bosnia and Herzegovina",2007,7.1
"Botswana",2007,45.5
"Brazil",2007,17.1
"Brunei",2007,7.3
"Bulgaria",2007,12.3
"Burkina Faso",2007,79.2
"Burundi",2007,72.7
"Cambodia",2007,46.5
"Cameroon",2007,73.1
"Canada",2007,5.1
"Cape Verde",2007,23.6
"Central African Republic",2007,106.9
"Chad",2007,98.1
"Chile",2007,7.6
"China",2007,17.2
"Colombia",2007,17.3
"Comoros",2007,67.9
"Congo, Dem. Rep.",2007,91.5
"Congo, Rep.",2007,53.1
"Costa Rica",2007,8.9
"Cote d'Ivoire",2007,84.1
"Croatia",2007,5.3
"Cuba",2007,4.8
"Cyprus",2007,3.5
"Czech Republic",2007,3.9
"Denmark",2007,3.7
"Djibouti",2007,67.5
"Dominican Republic",2007,29.1
"Ecuador",2007,23.1
"Egypt",2007,27.1
"El Salvador",2007,19.2
"Equatorial Guinea",2007,86.3
"Eritrea",2007,43.7
"Estonia",2007,4.8
"Ethiopia",2007,61
"Fiji",2007,20.3
"Finland",2007,2.9
"France",2007,3.6
"French Polynesia",2007,NA
"Gabon",2007,47.4
"Gambia",2007,54.5
"Georgia",2007,18.6
"Germany",2007,3.7
"Ghana",2007,54.4
"Greece",2007,4.4
"Greenland",2007,NA
"Grenada",2007,12.1
"Guatemala",2007,31.2
"Guinea",2007,79
"Guinea-Bissau",2007,83.3
"Guyana",2007,33.9
"Haiti",2007,62.7
"Honduras",2007,23.2
"Hong Kong, China",2007,NA
"Hungary",2007,6.5
"Iceland",2007,2.2
"India",2007,51.9
"Indonesia",2007,30.9
"Iran",2007,19.4
"Iraq",2007,31.8
"Ireland",2007,3.9
"Israel",2007,4.1
"Italy",2007,3.6
"Jamaica",2007,16.5
"Japan",2007,2.6
"Jordan",2007,19.3
"Kazakhstan",2007,24.8
"Kenya",2007,49.5
"Kiribati",2007,49.5
"South Korea",2007,4.1
"Kuwait",2007,9.8
"Kyrgyz Republic",2007,31.7
"Lao",2007,65.5
"Latvia",2007,9.6
"Lebanon",2007,10.4
"Lesotho",2007,84.3
"Liberia",2007,76.9
"Libya",2007,17.3
"Lithuania",2007,7.2
"Luxembourg",2007,2.4
"Macao, China",2007,NA
"Macedonia, FYR",2007,11
"Madagascar",2007,47.9
"Malawi",2007,64.5
"Malaysia",2007,6.9
"Maldives",2007,15.3
"Mali",2007,90.1
"Malta",2007,5.9
"Mauritania",2007,73.1
"Mauritius",2007,14.1
"Mexico",2007,15.8
"Micronesia, Fed. Sts.",2007,35.7
"Moldova",2007,15.5
"Mongolia",2007,30.6
"Montenegro",2007,8.2
"Morocco",2007,31.9
"Mozambique",2007,81.5
"Namibia",2007,42.7
"Nepal",2007,42
"Netherlands",2007,4.2
"New Caledonia",2007,NA
"New Zealand",2007,5.3
"Nicaragua",2007,24.4
"Niger",2007,75.2
"Nigeria",2007,90.3
"Norway",2007,3
"Oman",2007,10.4
"Pakistan",2007,77.4
"Panama",2007,18.5
"Papua New Guinea",2007,53.8
"Paraguay",2007,22.4
"Peru",2007,19
"Philippines",2007,26.4
"Poland",2007,6
"Portugal",2007,3.3
"Puerto Rico",2007,NA
"Qatar",2007,8.4
"Romania",2007,15.3
"Russia",2007,12.4
"Rwanda",2007,56.8
"St. Lucia",2007,14.6
"St. Vincent and the Grenadines",2007,19.2
"Samoa",2007,16.2
"Saudi Arabia",2007,16
"Senegal",2007,51.9
"Serbia",2007,7.1
"Seychelles",2007,12.2
"Sierra Leone",2007,120.5
"Singapore",2007,2.3
"Slovak Republic",2007,7.8
"Slovenia",2007,3.2
"Solomon Islands",2007,27.6
"South Africa",2007,48.6
"Spain",2007,4.4
"Sri Lanka",2007,10.7
"Sudan",2007,57.1
"Suriname",2007,24.3
"Swaziland",2007,74.7
"Sweden",2007,2.7
"Switzerland",2007,4.1
"Syria",2007,14.8
"Tajikistan",2007,49.2
"Tanzania",2007,51.5
"Thailand",2007,14
"Timor-Leste",2007,60.7
"Togo",2007,64.1
"Tonga",2007,14.5
"Trinidad and Tobago",2007,22.8
"Tunisia",2007,17.5
"Turkey",2007,20.2
"Turkmenistan",2007,54.7
"Uganda",2007,59.2
"Ukraine",2007,11.6
"United Arab Emirates",2007,8
"United Kingdom",2007,4.9
"United States",2007,6.6
"Uruguay",2007,11.5
"Uzbekistan",2007,43.3
"Vanuatu",2007,23.6
"Venezuela",2007,15
"West Bank and Gaza",2007,21.3
"Vietnam",2007,21.4
"Yemen",2007,49.4
"Zambia",2007,61.3
"Zimbabwe",2007,59.9
"Albania",2008,16
"Algeria",2008,25.3
"Angola",2008,114.7
"Antigua and Barbuda",2008,8.8
"Argentina",2008,13.7
"Armenia",2008,17.9
"Aruba",2008,NA
"Australia",2008,4.4
"Austria",2008,3.8
"Azerbaijan",2008,37.3
"Bahamas",2008,11.9
"Bahrain",2008,8.1
"Bangladesh",2008,43.6
"Barbados",2008,14.2
"Belarus",2008,5.6
"Belgium",2008,3.8
"Belize",2008,17.2
"Benin",2008,73.7
"Bhutan",2008,38.2
"Bolivia",2008,40.2
"Bosnia and Herzegovina",2008,7
"Botswana",2008,45.3
"Brazil",2008,16.2
"Brunei",2008,7.4
"Bulgaria",2008,11.8
"Burkina Faso",2008,75.8
"Burundi",2008,69.3
"Cambodia",2008,43.3
"Cameroon",2008,70.8
"Canada",2008,5
"Cape Verde",2008,23.6
"Central African Republic",2008,105.5
"Chad",2008,96.7
"Chile",2008,7.6
"China",2008,15.8
"Colombia",2008,16.9
"Comoros",2008,66.4
"Congo, Dem. Rep.",2008,89.2
"Congo, Rep.",2008,49
"Costa Rica",2008,8.9
"Cote d'Ivoire",2008,81.3
"Croatia",2008,5
"Cuba",2008,4.7
"Cyprus",2008,3.3
"Czech Republic",2008,3.8
"Denmark",2008,3.6
"Djibouti",2008,65.7
"Dominican Republic",2008,28.7
"Ecuador",2008,22.5
"Egypt",2008,26.1
"El Salvador",2008,18.4
"Equatorial Guinea",2008,83.7
"Eritrea",2008,42.1
"Estonia",2008,4.4
"Ethiopia",2008,57.1
"Fiji",2008,20.3
"Finland",2008,2.7
"France",2008,3.5
"French Polynesia",2008,NA
"Gabon",2008,45.7
"Gambia",2008,53.6
"Georgia",2008,17.2
"Germany",2008,3.6
"Ghana",2008,53.1
"Greece",2008,4.3
"Greenland",2008,NA
"Grenada",2008,12
"Guatemala",2008,30.2
"Guinea",2008,76.3
"Guinea-Bissau",2008,79.9
"Guyana",2008,33.8
"Haiti",2008,61.3
"Honduras",2008,22.3
"Hong Kong, China",2008,NA
"Hungary",2008,6.2
"Iceland",2008,2.1
"India",2008,50
"Indonesia",2008,29.7
"Iran",2008,18.3
"Iraq",2008,31.2
"Ireland",2008,3.8
"Israel",2008,3.9
"Italy",2008,3.5
"Jamaica",2008,16.2
"Japan",2008,2.5
"Jordan",2008,18.8
"Kazakhstan",2008,23
"Kenya",2008,46.2
"Kiribati",2008,49.3
"South Korea",2008,3.9
"Kuwait",2008,9.7
"Kyrgyz Republic",2008,30.1
"Lao",2008,63.2
"Latvia",2008,9.1
"Lebanon",2008,9.7
"Lesotho",2008,84.5
"Liberia",2008,72.5
"Libya",2008,16.1
"Lithuania",2008,6.7
"Luxembourg",2008,2.2
"Macao, China",2008,NA
"Macedonia, FYR",2008,10.4
"Madagascar",2008,45.7
"Malawi",2008,61.7
"Malaysia",2008,6.9
"Maldives",2008,13.7
"Mali",2008,87.5
"Malta",2008,5.8
"Mauritania",2008,72.1
"Mauritius",2008,13.9
"Mexico",2008,15.4
"Micronesia, Fed. Sts.",2008,34.7
"Moldova",2008,15.2
"Mongolia",2008,28.6
"Montenegro",2008,7.4
"Morocco",2008,30.7
"Mozambique",2008,78
"Namibia",2008,41.3
"Nepal",2008,40
"Netherlands",2008,4
"New Caledonia",2008,NA
"New Zealand",2008,5.3
"Nicaragua",2008,23.5
"Niger",2008,71.9
"Nigeria",2008,87.3
"Norway",2008,2.9
"Oman",2008,10.2
"Pakistan",2008,76.1
"Panama",2008,18
"Papua New Guinea",2008,52.7
"Paraguay",2008,21.7
"Peru",2008,18
"Philippines",2008,25.9
"Poland",2008,5.8
"Portugal",2008,3.3
"Puerto Rico",2008,NA
"Qatar",2008,8.1
"Romania",2008,14
"Russia",2008,11.6
"Rwanda",2008,51.5
"St. Lucia",2008,14.5
"St. Vincent and the Grenadines",2008,19
"Samoa",2008,16.1
"Saudi Arabia",2008,15.5
"Senegal",2008,50
"Serbia",2008,7
"Seychelles",2008,12.2
"Sierra Leone",2008,116.2
"Singapore",2008,2.2
