"country","year","life_expectancy"
"Hungary",2002,72.6
"Iceland",2002,81
"India",2002,62.3
"Indonesia",2002,68
"Iran",2002,71.3
"Iraq",2002,66.1
"Ireland",2002,78.8
"Israel",2002,78.6
"Italy",2002,80.1
"Jamaica",2002,74.5
"Japan",2002,81.6
"Jordan",2002,73.8
"Kazakhstan",2002,65.4
"Kenya",2002,55.7
"Kiribati",2002,60.2
"South Korea",2002,77.1
"Kuwait",2002,78.2
"Kyrgyz Republic",2002,65.9
"Lao",2002,57.6
"Latvia",2002,70.4
"Lebanon",2002,76.6
"Lesotho",2002,47
"Liberia",2002,55.4
"Libya",2002,75
"Lithuania",2002,72.1
"Luxembourg",2002,79
"Macao, China",2002,78.04
"Macedonia, FYR",2002,73.3
"Madagascar",2002,59.8
"Malawi",2002,46.4
"Malaysia",2002,73.8
"Maldives",2002,74.4
"Mali",2002,54.6
"Malta",2002,79.8
"Mauritania",2002,64.9
"Mauritius",2002,71.7
"Mexico",2002,74.9
"Micronesia, Fed. Sts.",2002,66
"Moldova",2002,69.6
"Mongolia",2002,62.9
"Montenegro",2002,74
"Morocco",2002,72
"Mozambique",2002,52.7
"Namibia",2002,52.7
"Nepal",2002,65.9
"Netherlands",2002,78.5
"New Caledonia",2002,73.94
"New Zealand",2002,78.9
"Nicaragua",2002,76.3
"Niger",2002,53.7
"Nigeria",2002,55.3
"Norway",2002,79.1
"Oman",2002,75.4
"Pakistan",2002,62.6
"Panama",2002,76.9
"Papua New Guinea",2002,57.6
"Paraguay",2002,74.1
"Peru",2002,75.7
"Philippines",2002,69
"Poland",2002,74.6
"Portugal",2002,77.3
"Puerto Rico",2002,76.2
"Qatar",2002,75
"Romania",2002,71.2
"Russia",2002,64.9
"Rwanda",2002,53.5
"St. Lucia",2002,72.3
"St. Vincent and the Grenadines",2002,69.7
"Samoa",2002,71.2
"Saudi Arabia",2002,77.2
"Senegal",2002,60.4
"Serbia",2002,72.5
"Seychelles",2002,71.3
"Sierra Leone",2002,51.6
"Singapore",2002,78.9
"Slovak Republic",2002,73.8
"Slovenia",2002,76.6
"Solomon Islands",2002,61.7
"South Africa",2002,54.8
"Spain",2002,79.6
"Sri Lanka",2002,73.7
"Sudan",2002,63.3
"Suriname",2002,69.4
"Swaziland",2002,45.1
"Sweden",2002,80
"Switzerland",2002,80.4
"Syria",2002,74.9
"Tajikistan",2002,66.5
"Tanzania",2002,55.4
"Thailand",2002,71.7
"Timor-Leste",2002,65.3
"Togo",2002,56.7
"Tonga",2002,69.7
"Trinidad and Tobago",2002,69.9
"Tunisia",2002,75.5
"Turkey",2002,75.1
"Turkmenistan",2002,64.4
"Uganda",2002,50.3
"Ukraine",2002,67.5
"United Arab Emirates",2002,73.8
"United Kingdom",2002,78.2
"United States",2002,77.1
"Uruguay",2002,75
"Uzbekistan",2002,67.9
"Vanuatu",2002,62.5
"Venezuela",2002,73.8
"West Bank and Gaza",2002,74.4
"Vietnam",2002,72.5
"Yemen",2002,63.3
"Zambia",2002,45.1
"Zimbabwe",2002,45.9
"Albania",2003,75.7
"Algeria",2003,73.9
"Angola",2003,53.9
"Antigua and Barbuda",2003,74.5
"Argentina",2003,74.5
"Armenia",2003,71.5
"Aruba",2003,74.05
"Australia",2003,80.6
"Austria",2003,79
"Azerbaijan",2003,67.6
"Bahamas",2003,71.1
"Bahrain",2003,75.3
"Bangladesh",2003,66.3
"Barbados",2003,74.8
"Belarus",2003,68.2
"Belgium",2003,78.5
"Belize",2003,69.6
"Benin",2003,57.9
"Bhutan",2003,68.5
"Bolivia",2003,69.3
"Bosnia and Herzegovina",2003,76.7
"Botswana",2003,45.7
"Brazil",2003,71.7
"Brunei",2003,76.5
"Bulgaria",2003,72.3
"Burkina Faso",2003,54.5
"Burundi",2003,51.3
"Cambodia",2003,62.4
"Cameroon",2003,54.3
"Canada",2003,79.8
"Cape Verde",2003,68.9
"Central African Republic",2003,45.2
"Chad",2003,52.1
"Chile",2003,77.8
"China",2003,70.9
"Colombia",2003,74.5
"Comoros",2003,64.8
"Congo, Dem. Rep.",2003,54.9
"Congo, Rep.",2003,55
"Costa Rica",2003,78.4
"Cote d'Ivoire",2003,52.6
"Croatia",2003,75.1
"Cuba",2003,76.9
"Cyprus",2003,79
"Czech Republic",2003,75.6
"Denmark",2003,77.6
"Djibouti",2003,60.3
"Dominican Republic",2003,73.5
"Ecuador",2003,73.7
"Egypt",2003,69.8
"El Salvador",2003,72.6
"Equatorial Guinea",2003,55.3
"Eritrea",2003,59.9
"Estonia",2003,71.5
"Ethiopia",2003,54.3
"Fiji",2003,64.6
"Finland",2003,78.5
"France",2003,79.6
"French Polynesia",2003,73.4
"Gabon",2003,59.4
"Gambia",2003,64.4
"Georgia",2003,71.7
"Germany",2003,78.8
"Ghana",2003,60.2
"Greece",2003,79.3
"Greenland",2003,68.5
"Grenada",2003,70.2
"Guatemala",2003,70.1
"Guinea",2003,55.1
"Guinea-Bissau",2003,52.8
"Guyana",2003,63.7
"Haiti",2003,59.7
"Honduras",2003,70.8
"Hong Kong, China",2003,81.4
"Hungary",2003,72.7
"Iceland",2003,81.3
"India",2003,62.8
"Indonesia",2003,68.2
"Iran",2003,70.1
"Iraq",2003,66.1
"Ireland",2003,79.1
"Israel",2003,79.1
"Italy",2003,80.1
"Jamaica",2003,74.8
"Japan",2003,81.7
"Jordan",2003,74
"Kazakhstan",2003,65.3
"Kenya",2003,55.8
"Kiribati",2003,60.4
"South Korea",2003,77.7
"Kuwait",2003,78.5
"Kyrgyz Republic",2003,66
"Lao",2003,58.4
"Latvia",2003,70.8
"Lebanon",2003,76.9
"Lesotho",2003,45.4
"Liberia",2003,55.2
"Libya",2003,75.1
"Lithuania",2003,72.1
"Luxembourg",2003,79.1
"Macao, China",2003,78.25
"Macedonia, FYR",2003,73.4
"Madagascar",2003,60.1
"Malawi",2003,47
"Malaysia",2003,73.9
"Maldives",2003,75.3
"Mali",2003,55.5
"Malta",2003,80.1
"Mauritania",2003,65.5
"Mauritius",2003,71.9
"Mexico",2003,74.9
"Micronesia, Fed. Sts.",2003,67.3
"Moldova",2003,69.9
"Mongolia",2003,63.1
"Montenegro",2003,74.5
"Morocco",2003,72.3
"Mozambique",2003,52.9
"Namibia",2003,52.4
"Nepal",2003,66.8
"Netherlands",2003,78.7
"New Caledonia",2003,74.17
"New Zealand",2003,79.1
"Nicaragua",2003,76.3
"Niger",2003,54.4
"Nigeria",2003,55.6
"Norway",2003,79.5
"Oman",2003,75.6
"Pakistan",2003,62.8
"Panama",2003,77
"Papua New Guinea",2003,57.7
"Paraguay",2003,74.1
"Peru",2003,76.2
"Philippines",2003,69.1
"Poland",2003,74.9
"Portugal",2003,77.6
"Puerto Rico",2003,76.5
"Qatar",2003,75.2
"Romania",2003,71.6
"Russia",2003,64.7
"Rwanda",2003,55.5
"St. Lucia",2003,72.5
"St. Vincent and the Grenadines",2003,70.1
"Samoa",2003,71.4
"Saudi Arabia",2003,77.4
"Senegal",2003,61.3
"Serbia",2003,72.7
"Seychelles",2003,71.5
"Sierra Leone",2003,51.7
"Singapore",2003,79.3
"Slovak Republic",2003,73.9
"Slovenia",2003,76.8
"Solomon Islands",2003,61.7
"South Africa",2003,53.7
"Spain",2003,79.6
"Sri Lanka",2003,74
"Sudan",2003,63.5
"Suriname",2003,69.5
"Swaziland",2003,44
"Sweden",2003,80.2
"Switzerland",2003,80.6
"Syria",2003,75.1
"Tajikistan",2003,66.9
"Tanzania",2003,55.9
"Thailand",2003,72.1
"Timor-Leste",2003,65.7
"Togo",2003,56.4
"Tonga",2003,69.6
"Trinidad and Tobago",2003,70.4
"Tunisia",2003,75.7
"Turkey",2003,75.1
"Turkmenistan",2003,64.8
"Uganda",2003,51.2
"Ukraine",2003,67.7
"United Arab Emirates",2003,74.1
"United Kingdom",2003,78.4
"United States",2003,77.3
"Uruguay",2003,75
"Uzbekistan",2003,68.1
"Vanuatu",2003,62.5
"Venezuela",2003,73.5
"West Bank and Gaza",2003,74.4
"Vietnam",2003,72.8
"Yemen",2003,63.7
"Zambia",2003,45.3
"Zimbabwe",2003,45.3
"Albania",2004,75.9
"Algeria",2004,74.4
"Angola",2004,54.5
"Antigua and Barbuda",2004,74.6
"Argentina",2004,75
"Armenia",2004,71.8
"Aruba",2004,74.18
"Australia",2004,80.9
"Austria",2004,79.4
"Azerbaijan",2004,67.8
"Bahamas",2004,71.7
"Bahrain",2004,75.7
"Bangladesh",2004,66.8
"Barbados",2004,74.9
"Belarus",2004,68.5
"Belgium",2004,79
"Belize",2004,69.9
"Benin",2004,58.2
"Bhutan",2004,68.9
"Bolivia",2004,69.8
"Bosnia and Herzegovina",2004,76.9
"Botswana",2004,46.9
"Brazil",2004,72
"Brunei",2004,76.7
"Bulgaria",2004,72.5
"Burkina Faso",2004,55.1
"Burundi",2004,53
"Cambodia",2004,63.2
"Cameroon",2004,54.4
"Canada",2004,80.1
"Cape Verde",2004,69.1
"Central African Republic",2004,45.4
"Chad",2004,52.6
"Chile",2004,78
"China",2004,71.4
"Colombia",2004,74.7
"Comoros",2004,65.5
"Congo, Dem. Rep.",2004,55.9
"Congo, Rep.",2004,55.8
"Costa Rica",2004,78.7
"Cote d'Ivoire",2004,52.8
"Croatia",2004,75.3
"Cuba",2004,77
"Cyprus",2004,79.1
"Czech Republic",2004,75.9
"Denmark",2004,77.8
"Djibouti",2004,60.4
"Dominican Republic",2004,73.1
"Ecuador",2004,73.9
"Egypt",2004,69.9
"El Salvador",2004,72.8
"Equatorial Guinea",2004,55.9
"Eritrea",2004,60
"Estonia",2004,72
"Ethiopia",2004,55.2
"Fiji",2004,64.7
"Finland",2004,78.8
"France",2004,80.2
"French Polynesia",2004,73.77
"Gabon",2004,59.4
"Gambia",2004,64.7
"Georgia",2004,71.5
"Germany",2004,79.2
"Ghana",2004,60.5
"Greece",2004,79.4
"Greenland",2004,68.8
"Grenada",2004,69.3
"Guatemala",2004,70.2
"Guinea",2004,55.6
"Guinea-Bissau",2004,52.8
"Guyana",2004,64.2
"Haiti",2004,58.6
"Honduras",2004,71
"Hong Kong, China",2004,81.68
"Hungary",2004,72.9
"Iceland",2004,81.5
"India",2004,63.2
"Indonesia",2004,66.7
"Iran",2004,71.5
"Iraq",2004,66.3
"Ireland",2004,79.3
"Israel",2004,79.5
"Italy",2004,80.9
"Jamaica",2004,75
"Japan",2004,81.9
"Jordan",2004,74.1
"Kazakhstan",2004,65.3
"Kenya",2004,56.2
"Kiribati",2004,60.6
"South Korea",2004,78.2
"Kuwait",2004,78.1
"Kyrgyz Republic",2004,66.2
"Lao",2004,59.3
"Latvia",2004,71.2
"Lebanon",2004,77.1
"Lesotho",2004,44.2
"Liberia",2004,57.9
"Libya",2004,75.2
"Lithuania",2004,72.2
"Luxembourg",2004,79.5
"Macao, China",2004,78.46
"Macedonia, FYR",2004,73.6
"Madagascar",2004,60.6
"Malawi",2004,47.5
"Malaysia",2004,74
"Maldives",2004,74.7
"Mali",2004,56.2
"Malta",2004,80.3
"Mauritania",2004,65.9
"Mauritius",2004,72.1
"Mexico",2004,75.2
"Micronesia, Fed. Sts.",2004,67.4
"Moldova",2004,70.2
"Mongolia",2004,63.4
"Montenegro",2004,74.8
"Morocco",2004,72.5
"Mozambique",2004,53
"Namibia",2004,52.5
"Nepal",2004,67
"Netherlands",2004,79.1
"New Caledonia",2004,74.4
"New Zealand",2004,79.4
"Nicaragua",2004,76.4
"Niger",2004,55.2
"Nigeria",2004,56.1
"Norway",2004,79.8
"Oman",2004,75.8
"Pakistan",2004,63.1
"Panama",2004,77.1
"Papua New Guinea",2004,57.7
"Paraguay",2004,73.8
"Peru",2004,76.7
"Philippines",2004,69.1
"Poland",2004,75
"Portugal",2004,78.2
"Puerto Rico",2004,76.5
"Qatar",2004,75.8
"Romania",2004,72
"Russia",2004,65.1
"Rwanda",2004,57.6
"St. Lucia",2004,72.8
"St. Vincent and the Grenadines",2004,70.2
"Samoa",2004,71.6
"Saudi Arabia",2004,77.5
"Senegal",2004,61.7
"Serbia",2004,72.9
"Seychelles",2004,71.7
"Sierra Leone",2004,52
"Singapore",2004,79.8
"Slovak Republic",2004,74.2
"Slovenia",2004,77.2
"Solomon Islands",2004,61.7
"South Africa",2004,52.8
"Spain",2004,80
"Sri Lanka",2004,69.4
"Sudan",2004,63.7
"Suriname",2004,69.7
"Swaziland",2004,43
"Sweden",2004,80.2
"Switzerland",2004,81
"Syria",2004,75.3
"Tajikistan",2004,67.5
"Tanzania",2004,56.5
"Thailand",2004,72.2
"Timor-Leste",2004,66.5
"Togo",2004,56.8
"Tonga",2004,69.8
"Trinidad and Tobago",2004,70.9
"Tunisia",2004,76
"Turkey",2004,75.8
"Turkmenistan",2004,65.3
"Uganda",2004,52
"Ukraine",2004,67.5
"United Arab Emirates",2004,74.4
"United Kingdom",2004,78.7
"United States",2004,77.6
"Uruguay",2004,75.3
"Uzbekistan",2004,68.3
"Vanuatu",2004,62.6
"Venezuela",2004,74.3
"West Bank and Gaza",2004,74.4
"Vietnam",2004,73
"Yemen",2004,64.2
"Zambia",2004,46.3
"Zimbabwe",2004,44.7
"Albania",2005,76.2
"Algeria",2005,74.8
"Angola",2005,55.2
"Antigua and Barbuda",2005,74.9
"Argentina",2005,75.3
"Armenia",2005,71.8
"Aruba",2005,74.32
"Australia",2005,81.2
"Austria",2005,79.5
"Azerbaijan",2005,68.2
"Bahamas",2005,71.7
"Bahrain",2005,76.1
"Bangladesh",2005,67.1
"Barbados",2005,75
"Belarus",2005,68.7
"Belgium",2005,79.1
"Belize",2005,70
"Benin",2005,58.6
"Bhutan",2005,69.3
"Bolivia",2005,70.2
"Bosnia and Herzegovina",2005,77
"Botswana",2005,49.3
"Brazil",2005,72.4
"Brunei",2005,76.7
"Bulgaria",2005,72.6
"Burkina Faso",2005,55.9
"Burundi",2005,54.7
"Cambodia",2005,64
"Cameroon",2005,54.9
"Canada",2005,80.2
"Cape Verde",2005,69.3
"Central African Republic",2005,45.5
"Chad",2005,53
"Chile",2005,78.2
"China",2005,71.9
"Colombia",2005,75.1
"Comoros",2005,66
"Congo, Dem. Rep.",2005,56.4
"Congo, Rep.",2005,56.7
"Costa Rica",2005,79
"Cote d'Ivoire",2005,53.4
"Croatia",2005,75.7
"Cuba",2005,77.1
"Cyprus",2005,79
"Czech Republic",2005,76.2
"Denmark",2005,78.3
"Djibouti",2005,60.7
"Dominican Republic",2005,73.3
"Ecuador",2005,74.1
"Egypt",2005,70.1
"El Salvador",2005,73
"Equatorial Guinea",2005,56
"Eritrea",2005,59.9
"Estonia",2005,72.5
"Ethiopia",2005,56.1
"Fiji",2005,64.8
"Finland",2005,79
"France",2005,80.4
"French Polynesia",2005,74.13
"Gabon",2005,60.1
"Gambia",2005,64.9
"Georgia",2005,71.8
"Germany",2005,79.4
"Ghana",2005,60.8
"Greece",2005,79.6
"Greenland",2005,69.1
"Grenada",2005,70.3
"Guatemala",2005,69.8
"Guinea",2005,56
"Guinea-Bissau",2005,52.9
"Guyana",2005,64.4
"Haiti",2005,60
"Honduras",2005,71.2
"Hong Kong, China",2005,81.92
"Hungary",2005,73.1
"Iceland",2005,81.7
"India",2005,63.6
"Indonesia",2005,68.7
"Iran",2005,71.9
"Iraq",2005,65.7
"Ireland",2005,79.7
"Israel",2005,79.7
"Italy",2005,81.1
"Jamaica",2005,75.4
"Japan",2005,82
"Jordan",2005,74.5
"Kazakhstan",2005,65.3
"Kenya",2005,57.2
"Kiribati",2005,60.8
"South Korea",2005,78.7
"Kuwait",2005,77.7
"Kyrgyz Republic",2005,66.5
"Lao",2005,60.1
"Latvia",2005,71.1
"Lebanon",2005,77.3
"Lesotho",2005,43.1
"Liberia",2005,58.4
"Libya",2005,75.4
"Lithuania",2005,71.7
"Luxembourg",2005,80
"Macao, China",2005,78.67
"Macedonia, FYR",2005,73.8
"Madagascar",2005,61.2
"Malawi",2005,48.5
"Malaysia",2005,74.3
"Maldives",2005,76.9
"Mali",2005,56.9
"Malta",2005,80.7
"Mauritania",2005,66.3
"Mauritius",2005,72.4
"Mexico",2005,75.1
"Micronesia, Fed. Sts.",2005,67.6
"Moldova",2005,69.5
"Mongolia",2005,63.6
"Montenegro",2005,75
"Morocco",2005,72.7
"Mozambique",2005,52.9
"Namibia",2005,53.1
"Nepal",2005,67.4
"Netherlands",2005,79.6
"New Caledonia",2005,74.62
"New Zealand",2005,79.8
"Nicaragua",2005,76.6
"Niger",2005,55.9
"Nigeria",2005,56.8
"Norway",2005,80.2
"Oman",2005,76
"Pakistan",2005,62.2
"Panama",2005,77.2
"Papua New Guinea",2005,57.9
"Paraguay",2005,74
"Peru",2005,77.2
"Philippines",2005,69.1
"Poland",2005,75.1
"Portugal",2005,78.4
"Puerto Rico",2005,76.6
"Qatar",2005,76.3
"Romania",2005,72.4
"Russia",2005,65.1
"Rwanda",2005,59.6
"St. Lucia",2005,73.1
"St. Vincent and the Grenadines",2005,70.4
"Samoa",2005,71.8
"Saudi Arabia",2005,77.8
"Senegal",2005,62.2
"Serbia",2005,73.2
"Seychelles",2005,72
"Sierra Leone",2005,52.3
"Singapore",2005,80
"Slovak Republic",2005,74.3
"Slovenia",2005,77.6
"Solomon Islands",2005,61.8
"South Africa",2005,52.7
"Spain",2005,80.3
"Sri Lanka",2005,73.9
"Sudan",2005,64.6
"Suriname",2005,69.9
"Swaziland",2005,42.5
"Sweden",2005,80.6
"Switzerland",2005,81.3
"Syria",2005,75.5
"Tajikistan",2005,68
"Tanzania",2005,57.1
"Thailand",2005,73.1
"Timor-Leste",2005,67.5
"Togo",2005,56.8
"Tonga",2005,70
"Trinidad and Tobago",2005,71.1
"Tunisia",2005,76.2
"Turkey",2005,76.2
"Turkmenistan",2005,65.8
"Uganda",2005,53.5
"Ukraine",2005,67.1
"United Arab Emirates",2005,75.2
"United Kingdom",2005,79
"United States",2005,77.6
"Uruguay",2005,75.5
"Uzbekistan",2005,68.5
"Vanuatu",2005,62.7
"Venezuela",2005,74.6
"West Bank and Gaza",2005,74.6
"Vietnam",2005,73.3
"Yemen",2005,64.6
"Zambia",2005,47.1
"Zimbabwe",2005,45.1
"Albania",2006,76.4
"Algeria",2006,75
"Angola",2006,55.7
"Antigua and Barbuda",2006,74.9
"Argentina",2006,75.3
"Armenia",2006,71.7
"Aruba",2006,74.47
"Australia",2006,81.4
"Austria",2006,80
"Azerbaijan",2006,68.7
"Bahamas",2006,72
"Bahrain",2006,76.3
"Bangladesh",2006,67.5
"Barbados",2006,75
"Belarus",2006,69.1
"Belgium",2006,79.5
"Belize",2006,70.3
"Benin",2006,58.9
"Bhutan",2006,69.8
"Bolivia",2006,70.6
"Bosnia and Herzegovina",2006,77.1
"Botswana",2006,51.2
"Brazil",2006,72.7
"Brunei",2006,76.8
"Bulgaria",2006,72.7
"Burkina Faso",2006,56.6
"Burundi",2006,56.4
"Cambodia",2006,64.8
"Cameroon",2006,55.4
"Canada",2006,80.5
"Cape Verde",2006,69.6
"Central African Republic",2006,45.8
"Chad",2006,53.1
"Chile",2006,78.2
"China",2006,72.6
"Colombia",2006,75.3
"Comoros",2006,66.3
"Congo, Dem. Rep.",2006,56.8
"Congo, Rep.",2006,57.8
"Costa Rica",2006,79.3
"Cote d'Ivoire",2006,54.1
"Croatia",2006,75.9
"Cuba",2006,77.3
"Cyprus",2006,79.5
"Czech Republic",2006,76.5
"Denmark",2006,78.3
"Djibouti",2006,60.7
"Dominican Republic",2006,73.5
"Ecuador",2006,74.3
"Egypt",2006,70.1
"El Salvador",2006,73.3
"Equatorial Guinea",2006,56.8
"Eritrea",2006,60
"Estonia",2006,72.9
"Ethiopia",2006,57.2
"Fiji",2006,64.8
"Finland",2006,79.2
"France",2006,80.7
"French Polynesia",2006,74.48
"Gabon",2006,60.9
"Gambia",2006,65.2
"Georgia",2006,71.9
"Germany",2006,79.7
"Ghana",2006,61.2
"Greece",2006,80
"Greenland",2006,69.5
"Grenada",2006,70.5
"Guatemala",2006,70.2
"Guinea",2006,56.4
"Guinea-Bissau",2006,53
"Guyana",2006,64.8
"Haiti",2006,60.3
"Honduras",2006,71.4
"Hong Kong, China",2006,82.12
"Hungary",2006,73.3
"Iceland",2006,81.8
"India",2006,63.9
"Indonesia",2006,68.9
"Iran",2006,72.4
"Iraq",2006,65.1
"Ireland",2006,79.8
"Israel",2006,79.6
"Italy",2006,81.2
"Jamaica",2006,75.5
"Japan",2006,82.2
"Jordan",2006,75.5
"Kazakhstan",2006,65.3
"Kenya",2006,58.4
"Kiribati",2006,61
"South Korea",2006,79.1
"Kuwait",2006,77.7
"Kyrgyz Republic",2006,66.7
"Lao",2006,60.8
"Latvia",2006,70.8
"Lebanon",2006,77.4
"Lesotho",2006,43.1
"Liberia",2006,58.8
"Libya",2006,75.5
"Lithuania",2006,71.5
"Luxembourg",2006,80.3
"Macao, China",2006,78.89
"Macedonia, FYR",2006,74.1
"Madagascar",2006,61.7
"Malawi",2006,49.6
"Malaysia",2006,74.5
"Maldives",2006,77.5
"Mali",2006,57.4
"Malta",2006,81
"Mauritania",2006,67
"Mauritius",2006,72.5
"Mexico",2006,75.4
"Micronesia, Fed. Sts.",2006,67.7
"Moldova",2006,69.8
"Mongolia",2006,64
"Montenegro",2006,75.2
"Morocco",2006,72.9
"Mozambique",2006,53
"Namibia",2006,54.9
"Nepal",2006,67.8
"Netherlands",2006,79.9
"New Caledonia",2006,74.84
"New Zealand",2006,79.9
"Nicaragua",2006,76.7
"Niger",2006,56.6
"Nigeria",2006,57.4
"Norway",2006,80.4
"Oman",2006,76
"Pakistan",2006,63.7
"Panama",2006,77.2
"Papua New Guinea",2006,58
"Paraguay",2006,74
"Peru",2006,77.7
"Philippines",2006,69.2
"Poland",2006,75.2
"Portugal",2006,79
"Puerto Rico",2006,76.8
"Qatar",2006,76.7
"Romania",2006,72.8
"Russia",2006,66.7
"Rwanda",2006,61.6
"St. Lucia",2006,73.4
"St. Vincent and the Grenadines",2006,70.6
"Samoa",2006,72
"Saudi Arabia",2006,77.9
"Senegal",2006,62.5
"Serbia",2006,73.6
"Seychelles",2006,72.3
"Sierra Leone",2006,52.7
"Singapore",2006,80.2
"Slovak Republic",2006,74.5
"Slovenia",2006,77.9
"Solomon Islands",2006,61.9
"South Africa",2006,52.5
"Spain",2006,80.7
"Sri Lanka",2006,73.9
"Sudan",2006,64.9
"Suriname",2006,70
"Swaziland",2006,43.1
"Sweden",2006,80.8
"Switzerland",2006,81.5
"Syria",2006,75.7
"Tajikistan",2006,68.7
"Tanzania",2006,57.9
"Thailand",2006,73.5
"Timor-Leste",2006,68.5
"Togo",2006,57.5
"Tonga",2006,70.1
"Trinidad and Tobago",2006,71.3
"Tunisia",2006,76.4
"Turkey",2006,76.7
"Turkmenistan",2006,66.3
"Uganda",2006,54.9
"Ukraine",2006,67.9
"United Arab Emirates",2006,75.7
"United Kingdom",2006,79.2
"United States",2006,77.8
"Uruguay",2006,75.7
"Uzbekistan",2006,68.8
"Vanuatu",2006,62.9
"Venezuela",2006,74.5
"West Bank and Gaza",2006,74.4
"Vietnam",2006,73.5
"Yemen",2006,65
"Zambia",2006,47.9
"Zimbabwe",2006,45.5
"Albania",2007,76.6
"Algeria",2007,75.3
"Angola",2007,56.2
"Antigua and Barbuda",2007,75.3
"Argentina",2007,75.2
"Armenia",2007,72.3
"Aruba",2007,74.62
"Australia",2007,81.5
"Austria",2007,80.1
"Azerbaijan",2007,69.1
"Bahamas",2007,71.8
"Bahrain",2007,77
"Bangladesh",2007,67.7
"Barbados",2007,75.1
"Belarus",2007,69.7
"Belgium",2007,79.5
"Belize",2007,70.6
"Benin",2007,59.2
"Bhutan",2007,70.3
"Bolivia",2007,70.9
"Bosnia and Herzegovina",2007,77.3
"Botswana",2007,52.4
"Brazil",2007,73
"Brunei",2007,76.8
"Bulgaria",2007,72.9
"Burkina Faso",2007,57.4
"Burundi",2007,57.9
"Cambodia",2007,65.4
"Cameroon",2007,55.7
"Canada",2007,80.6
"Cape Verde",2007,69.6
"Central African Republic",2007,46.2
"Chad",2007,54
"Chile",2007,78.3
"China",2007,73.1
"Colombia",2007,75.9
"Comoros",2007,66.6
"Congo, Dem. Rep.",2007,57.1
"Congo, Rep.",2007,58.3
"Costa Rica",2007,79.6
"Cote d'Ivoire",2007,54.9
"Croatia",2007,76
"Cuba",2007,77.5
"Cyprus",2007,79.8
"Czech Republic",2007,76.8
"Denmark",2007,78.4
"Djibouti",2007,61.5
"Dominican Republic",2007,73.7
"Ecuador",2007,74.5
"Egypt",2007,70.3
"El Salvador",2007,73.5
"Equatorial Guinea",2007,57.1
"Eritrea",2007,60.1
"Estonia",2007,73
"Ethiopia",2007,58.6
"Fiji",2007,64.9
"Finland",2007,79.4
"France",2007,81
"French Polynesia",2007,74.81
"Gabon",2007,61.6
"Gambia",2007,65.3
"Georgia",2007,72.1
"Germany",2007,79.9
"Ghana",2007,61.6
"Greece",2007,79.8
"Greenland",2007,70
"Grenada",2007,70.7
"Guatemala",2007,71
"Guinea",2007,56.8
"Guinea-Bissau",2007,53.2
"Guyana",2007,64.9
"Haiti",2007,60.8
"Honduras",2007,71.6
"Hong Kong, China",2007,82.31
"Hungary",2007,73.6
"Iceland",2007,82.1
"India",2007,64.3
"Indonesia",2007,69.2
"Iran",2007,72.8
"Iraq",2007,65.3
"Ireland",2007,80.1
"Israel",2007,80.3
"Italy",2007,81.3
"Jamaica",2007,75.3
"Japan",2007,82.4
"Jordan",2007,76.3
"Kazakhstan",2007,65.8
"Kenya",2007,59.8
"Kiribati",2007,61.2
"South Korea",2007,79.4
"Kuwait",2007,77.7
"Kyrgyz Republic",2007,67
"Lao",2007,61.7
"Latvia",2007,71.3
"Lebanon",2007,77.5
"Lesotho",2007,43.3
"Liberia",2007,59.3
"Libya",2007,75.5
"Lithuania",2007,71.4
"Luxembourg",2007,80.6
"Macao, China",2007,79.1
"Macedonia, FYR",2007,74.3
"Madagascar",2007,62
"Malawi",2007,51
"Malaysia",2007,74.5
"Maldives",2007,78.1
"Mali",2007,58
"Malta",2007,80.9
"Mauritania",2007,67.5
"Mauritius",2007,72.7
"Mexico",2007,75.6
"Micronesia, Fed. Sts.",2007,67.9
"Moldova",2007,70
"Mongolia",2007,64.4
"Montenegro",2007,75.6
"Morocco",2007,73.1
"Mozambique",2007,53.2
"Namibia",2007,57.5
"Nepal",2007,68.1
"Netherlands",2007,80.2
"New Caledonia",2007,75.05
"New Zealand",2007,80.1
"Nicaragua",2007,76.8
"Niger",2007,57.3
"Nigeria",2007,58.3
"Norway",2007,80.6
"Oman",2007,76
"Pakistan",2007,63.8
"Panama",2007,77.3
"Papua New Guinea",2007,58.2
"Paraguay",2007,74
"Peru",2007,77.9
"Philippines",2007,69.7
"Poland",2007,75.2
"Portugal",2007,79.2
"Puerto Rico",2007,76.9
"Qatar",2007,77.3
"Romania",2007,73.3
"Russia",2007,67.7
"Rwanda",2007,63.1
"St. Lucia",2007,73.7
"St. Vincent and the Grenadines",2007,70.8
"Samoa",2007,72.1
"Saudi Arabia",2007,78.2
"Senegal",2007,63
"Serbia",2007,74
"Seychelles",2007,72.6
"Sierra Leone",2007,53
"Singapore",2007,80.4
"Slovak Republic",2007,74.6
"Slovenia",2007,78.2
"Solomon Islands",2007,61.9
"South Africa",2007,53
"Spain",2007,80.8
"Sri Lanka",2007,74.4
"Sudan",2007,65.3
"Suriname",2007,70.1
"Swaziland",2007,44.3
"Sweden",2007,80.9
"Switzerland",2007,81.7
"Syria",2007,75.9
"Tajikistan",2007,69.2
"Tanzania",2007,59.1
"Thailand",2007,73.8
"Timor-Leste",2007,69.2
"Togo",2007,57.5
"Tonga",2007,70.2
"Trinidad and Tobago",2007,71.5
"Tunisia",2007,76.6
