"country","year","population"
"Poland",2004,38454520
"Portugal",2004,10442446
"Puerto Rico",2004,3773183
"Qatar",2004,732096
"Romania",2004,21578318
"Russia",2004,144043914
"Rwanda",2004,8828956
"St. Lucia",2004,163462
"St. Vincent and the Grenadines",2004,108563
"Samoa",2004,178794
"Saudi Arabia",2004,24055573
"Senegal",2004,10967016
"Serbia",2004,9225001
"Seychelles",2004,87356
"Sierra Leone",2004,4870467
"Singapore",2004,4375230
"Slovak Republic",2004,5384237
"Slovenia",2004,1990924
"Solomon Islands",2004,457841
"South Africa",2004,47667150
"Spain",2004,43167276
"Sri Lanka",2004,19374281
"Sudan",2004,31176209
"Suriname",2004,489312
"Swaziland",2004,1094775
"Sweden",2004,8982282
"Switzerland",2004,7345299
"Syria",2004,17671913
"Tajikistan",2004,6666628
"Tanzania",2004,37935334
"Thailand",2004,65404522
"Timor-Leste",2004,962634
"Togo",2004,5428552
"Tonga",2004,100226
"Trinidad and Tobago",2004,1290535
"Tunisia",2004,10017439
"Turkey",2004,66973561
"Turkmenistan",2004,4696876
"Uganda",2004,27114742
"Ukraine",2004,47127110
"United Arab Emirates",2004,3975945
"United Kingdom",2004,59846226
"United States",2004,293530886
"Uruguay",2004,3324096
"Uzbekistan",2004,25627007
"Vanuatu",2004,204144
"Venezuela",2004,26314483
"West Bank and Gaza",2004,3507096
"Vietnam",2004,83439812
"Yemen",2004,19931617
"Zambia",2004,11725635
"Zimbabwe",2004,12867828
"Albania",2005,3082172
"Algeria",2005,33267887
"Angola",2005,17912942
"Antigua and Barbuda",2005,82565
"Argentina",2005,39145491
"Armenia",2005,3014917
"Aruba",2005,100031
"Australia",2005,20274282
"Austria",2005,8234858
"Azerbaijan",2005,8563398
"Bahamas",2005,329243
"Bahrain",2005,867014
"Bangladesh",2005,142929979
"Barbados",2005,274013
"Belarus",2005,9640616
"Belgium",2005,10561436
"Belize",2005,283279
"Benin",2005,8182362
"Bhutan",2005,651163
"Bolivia",2005,9125405
"Bosnia and Herzegovina",2005,3833377
"Botswana",2005,1864003
"Brazil",2005,188479240
"Brunei",2005,361889
"Bulgaria",2005,7682614
"Burkina Faso",2005,13421929
"Burundi",2005,7934213
"Cambodia",2005,13320058
"Cameroon",2005,18126999
"Canada",2005,32256333
"Cape Verde",2005,474224
"Central African Republic",2005,4055608
"Chad",2005,10067932
"Chile",2005,16096571
"China",2005,1305600630
"Colombia",2005,43285636
"Comoros",2005,618632
"Congo, Dem. Rep.",2005,56089536
"Congo, Rep.",2005,3503086
"Costa Rica",2005,4247843
"Cote d'Ivoire",2005,18132702
"Croatia",2005,4378056
"Cuba",2005,11261052
"Cyprus",2005,1032586
"Czech Republic",2005,10230877
"Denmark",2005,5417692
"Djibouti",2005,778406
"Dominican Republic",2005,9237565
"Ecuador",2005,13735232
"Egypt",2005,74942115
"El Salvador",2005,5947206
"Equatorial Guinea",2005,625866
"Eritrea",2005,4191273
"Estonia",2005,1355662
"Ethiopia",2005,76608431
"Fiji",2005,821820
"Finland",2005,5246368
"France",2005,61241700
"French Polynesia",2005,254884
"Gabon",2005,1377777
"Gambia",2005,1440542
"Georgia",2005,4475273
"Germany",2005,81246801
"Ghana",2005,21389514
"Greece",2005,11069662
"Greenland",2005,56953
"Grenada",2005,102951
"Guatemala",2005,13183505
"Guinea",2005,9669023
"Guinea-Bissau",2005,1462784
"Guyana",2005,742495
"Haiti",2005,9263409
"Honduras",2005,6880181
"Hong Kong, China",2005,6842465
"Hungary",2005,10095964
"Iceland",2005,296745
"India",2005,1144326293
"Indonesia",2005,226254703
"Iran",2005,70122115
"Iraq",2005,27017712
"Ireland",2005,4203700
"Israel",2005,6603677
"Italy",2005,58657355
"Jamaica",2005,2677888
"Japan",2005,126978754
"Jordan",2005,5332982
"Kazakhstan",2005,15451752
"Kenya",2005,35349040
"Kiribati",2005,92329
"South Korea",2005,47605863
"Kuwait",2005,2263604
"Kyrgyz Republic",2005,5115470
"Lao",2005,5745012
"Latvia",2005,2227559
"Lebanon",2005,3986865
"Lesotho",2005,1925844
"Liberia",2005,3269786
"Libya",2005,5801543
"Lithuania",2005,3343268
"Luxembourg",2005,457847
"Macao, China",2005,468149
"Macedonia, FYR",2005,2042894
"Madagascar",2005,18290394
"Malawi",2005,12747846
"Malaysia",2005,25796124
"Maldives",2005,304968
"Mali",2005,12881384
"Malta",2005,397094
"Mauritania",2005,3154087
"Mauritius",2005,1222006
"Mexico",2005,109747906
"Micronesia, Fed. Sts.",2005,106198
"Moldova",2005,4157707
"Mongolia",2005,2526447
"Montenegro",2005,616389
"Morocco",2005,30385479
"Mozambique",2005,21126676
"Namibia",2005,2027026
"Nepal",2005,25506847
"Netherlands",2005,16331646
"New Caledonia",2005,228683
"New Zealand",2005,4134699
"Nicaragua",2005,5379327
"Niger",2005,13485436
"Nigeria",2005,139611303
"Norway",2005,4624388
"Oman",2005,2506891
"Pakistan",2005,153356383
"Panama",2005,3319301
"Papua New Guinea",2005,6086905
"Paraguay",2005,5795493
"Peru",2005,27610406
"Philippines",2005,86141373
"Poland",2005,38463514
"Portugal",2005,10480085
"Puerto Rico",2005,3761143
"Qatar",2005,836924
"Romania",2005,21407619
"Russia",2005,143622566
"Rwanda",2005,9008230
"St. Lucia",2005,165407
"St. Vincent and the Grenadines",2005,108749
"Samoa",2005,179928
"Saudi Arabia",2005,24745230
"Senegal",2005,11268994
"Serbia",2005,9186685
"Seychelles",2005,88747
"Sierra Leone",2005,5071271
"Singapore",2005,4495531
"Slovak Republic",2005,5385192
"Slovenia",2005,1996522
"Solomon Islands",2005,469306
"South Africa",2005,48352951
"Spain",2005,43854761
"Sri Lanka",2005,19526406
"Sudan",2005,31990003
"Suriname",2005,491999
"Swaziland",2005,1104642
"Sweden",2005,9030163
"Switzerland",2005,7408608
"Syria",2005,18132842
"Tajikistan",2005,6805655
"Tanzania",2005,39065600
"Thailand",2005,65863973
"Timor-Leste",2005,989497
"Togo",2005,5578219
"Tonga",2005,100858
"Trinidad and Tobago",2005,1296933
"Tunisia",2005,10102477
"Turkey",2005,67860617
"Turkmenistan",2005,4747839
"Uganda",2005,28042413
"Ukraine",2005,46795313
"United Arab Emirates",2005,4481976
"United Kingdom",2005,60210012
"United States",2005,296139635
"Uruguay",2005,3325608
"Uzbekistan",2005,25922239
"Vanuatu",2005,209375
"Venezuela",2005,26769115
"West Bank and Gaza",2005,3579462
"Vietnam",2005,84203817
"Yemen",2005,20504385
"Zambia",2005,12043591
"Zimbabwe",2005,12984418
"Albania",2006,3050741
"Algeria",2006,33749328
"Angola",2006,18541467
"Antigua and Barbuda",2006,83467
"Argentina",2006,39558750
"Armenia",2006,3002161
"Aruba",2006,100830
"Australia",2006,20606228
"Austria",2006,8269372
"Azerbaijan",2006,8662137
"Bahamas",2006,335801
"Bahrain",2006,940808
"Bangladesh",2006,144839238
"Barbados",2006,275040
"Belarus",2006,9594233
"Belgium",2006,10632032
"Belize",2006,290751
"Benin",2006,8443717
"Bhutan",2006,666920
"Bolivia",2006,9283345
"Bosnia and Herzegovina",2006,3838504
"Botswana",2006,1895671
"Brazil",2006,190698241
"Brunei",2006,368150
"Bulgaria",2006,7624611
"Burkina Faso",2006,13834195
"Burundi",2006,8218070
"Cambodia",2006,13525360
"Cameroon",2006,18597109
"Canada",2006,32611436
"Cape Verde",2006,478265
"Central African Republic",2006,4127112
"Chad",2006,10423616
"Chile",2006,16279728
"China",2006,1312600877
"Colombia",2006,43835744
"Comoros",2006,633814
"Congo, Dem. Rep.",2006,57926840
"Congo, Rep.",2006,3604595
"Costa Rica",2006,4308790
"Cote d'Ivoire",2006,18486392
"Croatia",2006,4368518
"Cuba",2006,11275199
"Cyprus",2006,1048293
"Czech Republic",2006,10271476
"Denmark",2006,5440696
"Djibouti",2006,788941
"Dominican Republic",2006,9371333
"Ecuador",2006,13967490
"Egypt",2006,76274285
"El Salvador",2006,5967556
"Equatorial Guinea",2006,645718
"Eritrea",2006,4304440
"Estonia",2006,1349369
"Ethiopia",2006,78735675
"Fiji",2006,827390
"Finland",2006,5266600
"France",2006,61609991
"French Polynesia",2006,257731
"Gabon",2006,1408920
"Gambia",2006,1487731
"Georgia",2006,4429186
"Germany",2006,81055904
"Ghana",2006,21951891
"Greece",2006,11098212
"Greenland",2006,56958
"Grenada",2006,103259
"Guatemala",2006,13490041
"Guinea",2006,9898301
"Guinea-Bissau",2006,1494603
"Guyana",2006,743705
"Haiti",2006,9409479
"Honduras",2006,7007029
"Hong Kong, China",2006,6855818
"Hungary",2006,10078461
"Iceland",2006,300887
"India",2006,1162088305
"Indonesia",2006,229263980
"Iran",2006,70923164
"Iraq",2006,27716983
"Ireland",2006,4293942
"Israel",2006,6754836
"Italy",2006,58918471
"Jamaica",2006,2691444
"Japan",2006,127136576
"Jordan",2006,5530218
"Kazakhstan",2006,15603072
"Kenya",2006,36286015
"Kiribati",2006,94257
"South Korea",2006,47901643
"Kuwait",2006,2389498
"Kyrgyz Republic",2006,5166644
"Lao",2006,5838837
"Latvia",2006,2199105
"Lebanon",2006,4057041
"Lesotho",2006,1940345
"Liberia",2006,3384804
"Libya",2006,5907149
"Lithuania",2006,3305529
"Luxembourg",2006,465546
"Macao, China",2006,479728
"Macedonia, FYR",2006,2047330
"Madagascar",2006,18826129
"Malawi",2006,13112383
"Malaysia",2006,26263048
"Maldives",2006,310168
"Mali",2006,13309942
"Malta",2006,399892
"Mauritania",2006,3241762
"Mauritius",2006,1227714
"Mexico",2006,111382857
"Micronesia, Fed. Sts.",2006,105680
"Moldova",2006,4144651
"Mongolia",2006,2558484
"Montenegro",2006,617462
"Morocco",2006,30691434
"Mozambique",2006,21737860
"Namibia",2006,2053915
"Nepal",2006,25794344
"Netherlands",2006,16401105
"New Caledonia",2006,232283
"New Zealand",2006,4187584
"Nicaragua",2006,5450217
"Niger",2006,13995530
"Nigeria",2006,143318011
"Norway",2006,4667105
"Oman",2006,2553376
"Pakistan",2006,156524189
"Panama",2006,3378600
"Papua New Guinea",2006,6236158
"Paraguay",2006,5882797
"Peru",2006,27949958
"Philippines",2006,87592899
"Poland",2006,38478763
"Portugal",2006,10516559
"Puerto Rico",2006,3749653
"Qatar",2006,988448
"Romania",2006,21205977
"Russia",2006,143338407
"Rwanda",2006,9231041
"St. Lucia",2006,167656
"St. Vincent and the Grenadines",2006,108908
"Samoa",2006,181072
"Saudi Arabia",2006,25419994
"Senegal",2006,11578430
"Serbia",2006,9154760
"Seychelles",2006,89896
"Sierra Leone",2006,5243214
"Singapore",2006,4614637
"Slovak Republic",2006,5387734
"Slovenia",2006,2005566
"Solomon Islands",2006,480716
"South Africa",2006,49027805
"Spain",2006,44537926
"Sri Lanka",2006,19672418
"Sudan",2006,32809056
"Suriname",2006,495953
"Swaziland",2006,1118204
"Sweden",2006,9087251
"Switzerland",2006,7480317
"Syria",2006,18728200
"Tajikistan",2006,6949566
"Tanzania",2006,40260847
"Thailand",2006,66174486
"Timor-Leste",2006,1008389
"Togo",2006,5732175
"Tonga",2006,101507
"Trinidad and Tobago",2006,1303141
"Tunisia",2006,10196441
"Turkey",2006,68704721
"Turkmenistan",2006,4801594
"Uganda",2006,29000925
"Ukraine",2006,46502718
"United Arab Emirates",2006,5171255
"United Kingdom",2006,60648850
"United States",2006,298860519
"Uruguay",2006,3331041
"Uzbekistan",2006,26242947
"Vanuatu",2006,214635
"Venezuela",2006,27221228
"West Bank and Gaza",2006,3662561
"Vietnam",2006,84979667
"Yemen",2006,21093973
"Zambia",2006,12381509
"Zimbabwe",2006,13127942
"Albania",2007,3010849
"Algeria",2007,34261971
"Angola",2007,19183907
"Antigua and Barbuda",2007,84397
"Argentina",2007,39969903
"Armenia",2007,2988117
"Aruba",2007,101218
"Australia",2007,20975949
"Austria",2007,8301290
"Azerbaijan",2007,8763359
"Bahamas",2007,342259
"Bahrain",2007,1026568
"Bangladesh",2007,146592687
"Barbados",2007,276154
"Belarus",2007,9556061
"Belgium",2007,10704830
"Belize",2007,298403
"Benin",2007,8707637
"Bhutan",2007,681471
"Bolivia",2007,9441482
"Bosnia and Herzegovina",2007,3840418
"Botswana",2007,1930431
"Brazil",2007,192784521
"Brunei",2007,374459
"Bulgaria",2007,7568378
"Burkina Faso",2007,14264002
"Burundi",2007,8514578
"Cambodia",2007,13728700
"Cameroon",2007,19078100
"Canada",2007,32982275
"Cape Verde",2007,481278
"Central African Republic",2007,4202104
"Chad",2007,10779504
"Chile",2007,16462701
"China",2007,1319625197
"Colombia",2007,44374647
"Comoros",2007,649404
"Congo, Dem. Rep.",2007,59834875
"Congo, Rep.",2007,3715665
"Costa Rica",2007,4369465
"Cote d'Ivoire",2007,18862172
"Croatia",2007,4357114
"Cuba",2007,11284043
"Cyprus",2007,1063040
"Czech Republic",2007,10330487
"Denmark",2007,5466988
"Djibouti",2007,799309
"Dominican Republic",2007,9504336
"Ecuador",2007,14205479
"Egypt",2007,77605327
"El Salvador",2007,5986414
"Equatorial Guinea",2007,665798
"Eritrea",2007,4406299
"Estonia",2007,1344233
"Ethiopia",2007,80891968
"Fiji",2007,834729
"Finland",2007,5289333
"France",2007,61966193
"French Polynesia",2007,260361
"Gabon",2007,1440902
"Gambia",2007,1536424
"Georgia",2007,4385885
"Germany",2007,80854515
"Ghana",2007,22528041
"Greece",2007,11131302
"Greenland",2007,56896
"Grenada",2007,103587
"Guatemala",2007,13797629
"Guinea",2007,10152521
"Guinea-Bissau",2007,1527342
"Guyana",2007,745638
"Haiti",2007,9556958
"Honduras",2007,7133737
"Hong Kong, China",2007,6878566
"Hungary",2007,10064138
"Iceland",2007,305415
"India",2007,1179685631
"Indonesia",2007,232296830
"Iran",2007,71720859
"Iraq",2007,28423538
"Ireland",2007,4388612
"Israel",2007,6920762
"Italy",2007,59138599
"Jamaica",2007,2704606
"Japan",2007,127250015
"Jordan",2007,5759424
"Kazakhstan",2007,15755242
"Kenya",2007,37250540
"Kiribati",2007,96310
"South Korea",2007,48205062
"Kuwait",2007,2538591
"Kyrgyz Republic",2007,5228937
"Lao",2007,5939634
"Latvia",2007,2171378
"Lebanon",2007,4085426
"Lesotho",2007,1955656
"Liberia",2007,3522337
"Libya",2007,6017794
"Lithuania",2007,3264304
"Luxembourg",2007,474705
"Macao, China",2007,493022
"Macedonia, FYR",2007,2051427
"Madagascar",2007,19371031
"Malawi",2007,13498377
"Malaysia",2007,26730607
"Maldives",2007,315515
"Mali",2007,13759226
"Malta",2007,403076
"Mauritania",2007,3328285
"Mauritius",2007,1232997
"Mexico",2007,113139374
"Micronesia, Fed. Sts.",2007,105080
"Moldova",2007,4128459
"Mongolia",2007,2592776
"Montenegro",2007,618592
"Morocco",2007,31011322
"Mozambique",2007,22359637
"Namibia",2007,2083174
"Nepal",2007,26063619
"Netherlands",2007,16463031
"New Caledonia",2007,235854
"New Zealand",2007,4238021
"Nicaragua",2007,5522119
"Niger",2007,14527631
"Nigeria",2007,147152502
"Norway",2007,4716584
"Oman",2007,2593750
"Pakistan",2007,159767672
"Panama",2007,3438398
"Papua New Guinea",2007,6387470
"Paraguay",2007,5966160
"Peru",2007,28292768
"Philippines",2007,88965508
"Poland",2007,38500356
"Portugal",2007,10550695
"Puerto Rico",2007,3738549
"Qatar",2007,1178955
"Romania",2007,20979708
"Russia",2007,143180249
"Rwanda",2007,9481083
"St. Lucia",2007,170146
"St. Vincent and the Grenadines",2007,109049
"Samoa",2007,182238
"Saudi Arabia",2007,26083522
"Senegal",2007,11897230
"Serbia",2007,9130353
"Seychelles",2007,90841
"Sierra Leone",2007,5391108
"Singapore",2007,4732785
"Slovak Republic",2007,5391728
"Slovenia",2007,2017452
"Solomon Islands",2007,492075
"South Africa",2007,49693580
"Spain",2007,45209538
"Sri Lanka",2007,19813816
"Sudan",2007,33637960
"Suriname",2007,500953
"Swaziland",2007,1134853
"Sweden",2007,9153316
"Switzerland",2007,7560141
"Syria",2007,19425597
"Tajikistan",2007,7099021
"Tanzania",2007,41522004
"Thailand",2007,66353572
"Timor-Leste",2007,1021235
"Togo",2007,5890414
"Tonga",2007,102169
"Trinidad and Tobago",2007,1309260
"Tunisia",2007,10298717
"Turkey",2007,69515492
"Turkmenistan",2007,4858235
"Uganda",2007,29991958
"Ukraine",2007,46249196
"United Arab Emirates",2007,6010100
"United Kingdom",2007,61151820
"United States",2007,301655953
"Uruguay",2007,3339750
"Uzbekistan",2007,26586701
"Vanuatu",2007,219956
"Venezuela",2007,27670659
"West Bank and Gaza",2007,3754693
"Vietnam",2007,85770717
"Yemen",2007,21701105
"Zambia",2007,12738676
"Zimbabwe",2007,13297798
"Albania",2008,2968026
"Algeria",2008,34811059
"Angola",2008,19842251
"Antigua and Barbuda",2008,85350
"Argentina",2008,40381860
"Armenia",2008,2975029
"Aruba",2008,101342
"Australia",2008,21370348
"Austria",2008,8331465
"Azerbaijan",2008,8868713
"Bahamas",2008,348587
"Bahrain",2008,1115777
"Bangladesh",2008,148252473
"Barbados",2008,277315
"Belarus",2008,9526453
"Belgium",2008,10779155
"Belize",2008,306165
"Benin",2008,8973525
"Bhutan",2008,694990
"Bolivia",2008,9599916
"Bosnia and Herzegovina",2008,3839749
"Botswana",2008,1967866
"Brazil",2008,194769696
"Brunei",2008,380786
"Bulgaria",2008,7513646
"Burkina Faso",2008,14709011
"Burundi",2008,8821795
"Cambodia",2008,13933660
"Cameroon",2008,19570418
"Canada",2008,33363256
"Cape Verde",2008,483824
"Central African Republic",2008,4280405
"Chad",2008,11139740
"Chile",2008,16645940
"China",2008,1326690636
"Colombia",2008,44901660
"Comoros",2008,665414
"Congo, Dem. Rep.",2008,61809278
"Congo, Rep.",2008,3832771
"Costa Rica",2008,4429506
"Cote d'Ivoire",2008,19261647
"Croatia",2008,4344151
"Cuba",2008,11290239
"Cyprus",2008,1077010
"Czech Republic",2008,10397984
"Denmark",2008,5495302
"Djibouti",2008,809639
"Dominican Republic",2008,9636491
"Ecuador",2008,14447600
"Egypt",2008,78976122
"El Salvador",2008,6004199
"Equatorial Guinea",2008,686223
"Eritrea",2008,4500638
"Estonia",2008,1339941
"Ethiopia",2008,83079608
"Fiji",2008,843206
"Finland",2008,5314170
"France",2008,62309529
"French Polynesia",2008,262877
"Gabon",2008,1473741
"Gambia",2008,1586749
"Georgia",2008,4343290
"Germany",2008,80665906
"Ghana",2008,23115919
"Greece",2008,11161755
"Greenland",2008,56788
"Grenada",2008,103934
"Guatemala",2008,14106687
"Guinea",2008,10427356
"Guinea-Bissau",2008,1561293
"Guyana",2008,748096
"Haiti",2008,9705130
"Honduras",2008,7259470
"Hong Kong, China",2008,6910384
"Hungary",2008,10050699
"Iceland",2008,310033
"India",2008,1197070109
"Indonesia",2008,235360765
"Iran",2008,72530693
"Iraq",2008,29163327
"Ireland",2008,4480145
"Israel",2008,7093808
"Italy",2008,59319234
"Jamaica",2008,2717344
"Japan",2008,127317900
"Jordan",2008,6010035
"Kazakhstan",2008,15915966
"Kenya",2008,38244442
"Kiribati",2008,98437
"South Korea",2008,48509842
"Kuwait",2008,2705290
"Kyrgyz Republic",2008,5301038
"Lao",2008,6045439
"Latvia",2008,2144215
"Lebanon",2008,4109389
"Lesotho",2008,1972194
"Liberia",2008,3672782
"Libya",2008,6123022
"Lithuania",2008,3219802
"Luxembourg",2008,485079
"Macao, China",2008,507274
"Macedonia, FYR",2008,2055266
"Madagascar",2008,19926798
"Malawi",2008,13904671
"Malaysia",2008,27197419
"Maldives",2008,321026
"Mali",2008,14223403
"Malta",2008,406392
"Mauritania",2008,3414552
"Mauritius",2008,1238013
"Mexico",2008,114972821
"Micronesia, Fed. Sts.",2008,104472
"Moldova",2008,4111168
"Mongolia",2008,2629666
"Montenegro",2008,619740
"Morocco",2008,31350544
"Mozambique",2008,22994867
"Namibia",2008,2115703
"Nepal",2008,26325183
"Netherlands",2008,16519862
"New Caledonia",2008,239392
"New Zealand",2008,4285380
"Nicaragua",2008,5594524
"Niger",2008,15085130
"Nigeria",2008,151115683
"Norway",2008,4771633
"Oman",2008,2652281
"Pakistan",2008,163096985
"Panama",2008,3498679
"Papua New Guinea",2008,6540267
"Paraguay",2008,6047131
"Peru",2008,28642048
"Philippines",2008,90297115
"Poland",2008,38525752
"Portugal",2008,10577458
"Puerto Rico",2008,3728126
"Qatar",2008,1388962
"Romania",2008,20741669
"Russia",2008,143123163
"Rwanda",2008,9750314
"St. Lucia",2008,172729
"St. Vincent and the Grenadines",2008,109165
"Samoa",2008,183440
"Saudi Arabia",2008,26742842
"Senegal",2008,12229703
"Serbia",2008,9109535
"Seychelles",2008,91634
"Sierra Leone",2008,5521838
"Singapore",2008,4849641
"Slovak Republic",2008,5396710
"Slovenia",2008,2030599
"Solomon Islands",2008,503410
"South Africa",2008,50348811
"Spain",2008,45817016
"Sri Lanka",2008,19949553
"Sudan",2008,34470138
"Suriname",2008,506657
"Swaziland",2008,1153750
"Sweden",2008,9226333
"Switzerland",2008,7646542
"Syria",2008,20097057
"Tajikistan",2008,7254072
"Tanzania",2008,42844744
"Thailand",2008,66453255
"Timor-Leste",2008,1030915
"Togo",2008,6052937
"Tonga",2008,102816
"Trinidad and Tobago",2008,1315372
"Tunisia",2008,10408091
"Turkey",2008,70344357
"Turkmenistan",2008,4917541
"Uganda",2008,31014427
"Ukraine",2008,46028476
"United Arab Emirates",2008,6900142
"United Kingdom",2008,61689620
"United States",2008,304473143
"Uruguay",2008,3350832
"Uzbekistan",2008,26952719
"Vanuatu",2008,225335
"Venezuela",2008,28116716
"West Bank and Gaza",2008,3854667
"Vietnam",2008,86589342
"Yemen",2008,22322699
"Zambia",2008,13114579
"Zimbabwe",2008,13495462
"Albania",2009,2929886
"Algeria",2009,35401790
"Angola",2009,20520103
"Antigua and Barbuda",2009,86300
"Argentina",2009,40798641
"Armenia",2009,2966108
"Aruba",2009,101416
"Australia",2009,21770690
"Austria",2009,8361362
"Azerbaijan",2009,8980488
"Bahamas",2009,354780
"Bahrain",2009,1196774
"Bangladesh",2009,149905836
"Barbados",2009,278466
"Belarus",2009,9505319
"Belgium",2009,10854388
"Belize",2009,313925
"Benin",2009,9240982
"Bhutan",2009,707830
"Bolivia",2009,9758799
"Bosnia and Herzegovina",2009,3837732
"Botswana",2009,2007212
"Brazil",2009,196701298
"Brunei",2009,387080
"Bulgaria",2009,7460057
"Burkina Faso",2009,15165856
"Burundi",2009,9137786
"Cambodia",2009,14144337
"Cameroon",2009,20074522
"Canada",2009,33746559
"Cape Verde",2009,486673
"Central African Republic",2009,4361492
"Chad",2009,11510535
"Chile",2009,16829957
"China",2009,1333807063
"Colombia",2009,45416276
"Comoros",2009,681845
"Congo, Dem. Rep.",2009,63845097
"Congo, Rep.",2009,3950786
"Costa Rica",2009,4488261
"Cote d'Ivoire",2009,19684909
"Croatia",2009,4330399
"Cuba",2009,11297442
"Cyprus",2009,1090486
"Czech Republic",2009,10460022
"Denmark",2009,5523755
"Djibouti",2009,820097
"Dominican Republic",2009,9767737
"Ecuador",2009,14691310
"Egypt",2009,80442443
"El Salvador",2009,6021368
"Equatorial Guinea",2009,707155
"Eritrea",2009,4593549
"Estonia",2009,1336013
"Ethiopia",2009,85302099
"Fiji",2009,851854
"Finland",2009,5340485
"France",2009,62640901
"French Polynesia",2009,265412
"Gabon",2009,1507428
"Gambia",2009,1638899
"Georgia",2009,4298591
"Germany",2009,80519685
"Ghana",2009,23713164
"Greece",2009,11179425
"Greenland",2009,56663
"Grenada",2009,104298
"Guatemala",2009,14418033
"Guinea",2009,10715770
"Guinea-Bissau",2009,1596832
"Guyana",2009,750749
"Haiti",2009,9852953
"Honduras",2009,7383098
"Hong Kong, China",2009,6949275
"Hungary",2009,10034951
"Iceland",2009,314336
"India",2009,1214182182
"Indonesia",2009,238465165
"Iran",2009,73370982
"Iraq",2009,29970634
"Ireland",2009,4558603
"Israel",2009,7262964
"Italy",2009,59467196
"Jamaica",2009,2729575
"Japan",2009,127340884
"Jordan",2009,6266865
"Kazakhstan",2009,16098356
"Kenya",2009,39269988
"Kiribati",2009,100566
"South Korea",2009,48807036
"Kuwait",2009,2881243
"Kyrgyz Republic",2009,5380310
"Lao",2009,6153153
"Latvia",2009,2117307
"Lebanon",2009,4181742
"Lesotho",2009,1990413
"Liberia",2009,3821498
"Libya",2009,6208680
"Lithuania",2009,3172436
"Luxembourg",2009,496257
"Macao, China",2009,521405
"Macedonia, FYR",2009,2058920
"Madagascar",2009,20495706
"Malawi",2009,14329056
"Malaysia",2009,27661017
"Maldives",2009,326713
"Mali",2009,14694565
"Malta",2009,409475
"Mauritania",2009,3501927
"Mauritius",2009,1242954
"Mexico",2009,116815612
"Micronesia, Fed. Sts.",2009,103961
"Moldova",2009,4095813
"Mongolia",2009,2669572
"Montenegro",2009,620870
"Morocco",2009,31714958
"Mozambique",2009,23647815
"Namibia",2009,2152357
"Nepal",2009,26592666
"Netherlands",2009,16575173
"New Caledonia",2009,242891
"New Zealand",2009,4329124
"Nicaragua",2009,5666595
"Niger",2009,15672194
"Nigeria",2009,155207145
"Norway",2009,4830371
"Oman",2009,2762073
"Pakistan",2009,166520983
"Panama",2009,3559401
"Papua New Guinea",2009,6693799
"Paraguay",2009,6127847
"Peru",2009,29001563
"Philippines",2009,91641881
"Poland",2009,38551489
"Portugal",2009,10590260
"Puerto Rico",2009,3718473
"Qatar",2009,1591151
"Romania",2009,20510263
"Russia",2009,143126660
"Rwanda",2009,10024594
"St. Lucia",2009,175196
"St. Vincent and the Grenadines",2009,109255
"Samoa",2009,184700
"Saudi Arabia",2009,27409491
"Senegal",2009,12581624
"Serbia",2009,9087019
"Seychelles",2009,92360
"Sierra Leone",2009,5647194
"Singapore",2009,4965105
"Slovak Republic",2009,5401951
"Slovenia",2009,2042804
"Solomon Islands",2009,514767
"South Africa",2009,50992034
"Spain",2009,46295191
"Sri Lanka",2009,20078873
"Sudan",2009,35297298
"Suriname",2009,512522
"Swaziland",2009,1173529
"Sweden",2009,9303432
"Switzerland",2009,7737316
"Syria",2009,20566871
"Tajikistan",2009,7414960
"Tanzania",2009,44222113
"Thailand",2009,66548197
"Timor-Leste",2009,1041827
"Togo",2009,6219761
"Tonga",2009,103416
"Trinidad and Tobago",2009,1321624
"Tunisia",2009,10522214
"Turkey",2009,71261307
"Turkmenistan",2009,4978960
"Uganda",2009,32067125
"Ukraine",2009,45830711
"United Arab Emirates",2009,7705423
"United Kingdom",2009,62221164
"United States",2009,307231961
"Uruguay",2009,3362761
"Uzbekistan",2009,27338109
"Vanuatu",2009,230782
"Venezuela",2009,28558607
"West Bank and Gaza",2009,3959988
"Vietnam",2009,87449021
"Yemen",2009,22954226
"Zambia",2009,13507849
"Zimbabwe",2009,13720997
"Albania",2010,2901883
"Algeria",2010,36036159
"Angola",2010,21219954
"Antigua and Barbuda",2010,87233
"Argentina",2010,41222875
"Armenia",2010,2963496
"Aruba",2010,101597
"Australia",2010,22162863
"Austria",2010,8391986
"Azerbaijan",2010,9099893
"Bahamas",2010,360830
"Bahrain",2010,1261319
"Bangladesh",2010,151616777
"Barbados",2010,279566
"Belarus",2010,9492122
"Belgium",2010,10929978
"Belize",2010,321609
"Benin",2010,9509798
"Bhutan",2010,720246
"Bolivia",2010,9918245
"Bosnia and Herzegovina",2010,3835258
"Botswana",2010,2047831
"Brazil",2010,198614208
"Brunei",2010,393302
"Bulgaria",2010,7407297
"Burkina Faso",2010,15632066
"Burundi",2010,9461117
"Cambodia",2010,14363586
"Cameroon",2010,20590666
"Canada",2010,34126173
"Cape Verde",2010,490379
"Central African Republic",2010,4444973
"Chad",2010,11896380
"Chile",2010,17015048
"China",2010,1340968737
"Colombia",2010,45918101
"Comoros",2010,698695
"Congo, Dem. Rep.",2010,65938712
"Congo, Rep.",2010,4066078
"Costa Rica",2010,4545273
